2021-05-10 00:00,220,60,1750,772
2021-05-10 00:01,220,60,1750,772
2021-05-10 00:02,220,60,1750,772
2021-05-10 00:03,220,60,1750,772
2021-05-10 00:04,220,60,1750,772
2021-05-10 00:05,220,60,1750,772
2021-05-10 00:06,220,60,1750,772
2021-05-10 00:07,220,60,1750,772
2021-05-10 00:08,220,60,1750,772
2021-05-10 00:09,220,60,1750,772
2021-05-10 00:10,220,60,1750,772
2021-05-10 00:11,220,60,1750,772
2021-05-10 00:12,220,60,1750,772
2021-05-10 00:13,220,60,1750,772
2021-05-10 00:14,220,60,1750,772
2021-05-10 00:15,220,60,1750,772
2021-05-10 00:16,220,60,1750,772
2021-05-10 00:17,220,60,1750,772
2021-05-10 00:18,220,60,1750,772
2021-05-10 00:19,220,60,1750,772
2021-05-10 00:20,220,60,1750,772
2021-05-10 00:21,220,60,1750,772
2021-05-10 00:22,220,60,1750,772
2021-05-10 00:23,220,60,1750,772
2021-05-10 00:24,220,60,1750,772
2021-05-10 00:25,220,60,1750,772
2021-05-10 00:26,220,60,1750,772
2021-05-10 00:27,220,60,1750,772
2021-05-10 00:28,220,60,1750,772
2021-05-10 00:29,220,60,1750,772
2021-05-10 00:30,220,60,1750,772
2021-05-10 00:31,220,60,1750,772
2021-05-10 00:32,220,60,1750,772
2021-05-10 00:33,220,60,1750,772
2021-05-10 00:34,220,60,1750,772
2021-05-10 00:35,220,60,1750,772
2021-05-10 00:36,220,60,1750,772
2021-05-10 00:37,220,60,1750,772
2021-05-10 00:38,220,60,1750,772
2021-05-10 00:39,220,60,1750,772
2021-05-10 00:40,220,60,1750,772
2021-05-10 00:41,220,60,1750,772
2021-05-10 00:42,220,60,1750,772
2021-05-10 00:43,220,60,1750,772
2021-05-10 00:44,220,60,1750,772
2021-05-10 00:45,220,60,1750,772
2021-05-10 00:46,220,60,1750,772
2021-05-10 00:47,220,60,1750,772
2021-05-10 00:48,220,60,1750,772
2021-05-10 00:49,220,60,1750,772
2021-05-10 00:50,220,60,1750,772
2021-05-10 00:51,220,60,1750,772
2021-05-10 00:52,220,60,1750,772
2021-05-10 00:53,220,60,1750,772
2021-05-10 00:54,220,60,1750,772
2021-05-10 00:55,220,60,1750,772
2021-05-10 00:56,220,60,1750,772
2021-05-10 00:57,220,60,1750,772
2021-05-10 00:58,220,60,1750,772
2021-05-10 00:59,220,60,1750,772
2021-05-10 01:00,220,60,1750,772
2021-05-10 01:01,220,60,1750,772
2021-05-10 01:02,220,60,1750,772
2021-05-10 01:03,220,60,1750,772
2021-05-10 01:04,220,60,1750,772
2021-05-10 01:05,220,60,1750,772
2021-05-10 01:06,220,60,1750,772
2021-05-10 01:07,220,60,1750,772
2021-05-10 01:08,220,60,1750,772
2021-05-10 01:09,220,60,1750,772
2021-05-10 01:10,220,60,1750,772
2021-05-10 01:11,220,60,1750,772
2021-05-10 01:12,220,60,1750,772
2021-05-10 01:13,220,60,1750,772
2021-05-10 01:14,220,60,1750,772
2021-05-10 01:15,220,60,1750,772
2021-05-10 01:16,220,60,1750,772
2021-05-10 01:17,220,60,1750,772
2021-05-10 01:18,220,60,1750,772
2021-05-10 01:19,220,60,1750,772
2021-05-10 01:20,220,60,1750,772
2021-05-10 01:21,220,60,1750,772
2021-05-10 01:22,220,60,1750,772
2021-05-10 01:23,220,60,1750,772
2021-05-10 01:24,220,60,1750,772
2021-05-10 01:25,220,60,1750,772
2021-05-10 01:26,220,60,1750,772
2021-05-10 01:27,220,60,1750,772
2021-05-10 01:28,220,60,1750,772
2021-05-10 01:29,220,60,1750,772
2021-05-10 01:30,220,60,1750,772
2021-05-10 01:31,220,60,1750,772
2021-05-10 01:32,220,60,1750,772
2021-05-10 01:33,220,60,1750,772
2021-05-10 01:34,220,60,1750,772
2021-05-10 01:35,220,60,1750,772
2021-05-10 01:36,220,60,1750,772
2021-05-10 01:37,220,60,1750,772
2021-05-10 01:38,220,60,1750,772
2021-05-10 01:39,220,60,1750,772
2021-05-10 01:40,220,60,1750,772
2021-05-10 01:41,220,60,1750,772
2021-05-10 01:42,220,60,1750,772
2021-05-10 01:43,220,60,1750,772
2021-05-10 01:44,220,60,1750,772
2021-05-10 01:45,220,60,1750,772
2021-05-10 01:46,220,60,1750,772
2021-05-10 01:47,220,60,1750,772
2021-05-10 01:48,220,60,1750,772
2021-05-10 01:49,220,60,1750,772
2021-05-10 01:50,220,60,1750,772
2021-05-10 01:51,220,60,1750,772
2021-05-10 01:52,220,60,1750,772
2021-05-10 01:53,220,60,1750,772
2021-05-10 01:54,220,60,1750,772
2021-05-10 01:55,220,60,1750,772
2021-05-10 01:56,220,60,1750,772
2021-05-10 01:57,220,60,1750,772
2021-05-10 01:58,220,60,1750,772
